383	 362	 509	  546	
342	 388	 518	  527	
376	 419	 459	  642	
357	 498	 448	  630	
276	 549	 420	  687	
285	 628	 473	  866	
255	 762	 453	  837	
296	 739	 431	  873	
279	 707	 469	  942	
255	 810	 426	  947	
221	 789	 408	  932	
287	 754	 386	  1019	
277	 849	 399	  1135	
342	 960	 397	  1189	
349	 919	 455	  1205	
294	 966	 400	  1201	
272	 852	 418	  1032	
289	 1024	 451	  940	
249	 1234	 444	  877	
270	 1592	 422	  729	
239	 1641	 466	  697	
242	 1381	 421	  661	
204	 1418	 412	  1013	
243	 1513	 418	  1089	
244	 1654	 482	  1017	
223	 1928	 473	  989	
183	 1603	 562	  1139	
195	 1344	 632	  1029	
166	 1036	 862	  844	
159	 905	 962	  774	
182	 796	 862	  709	
163	 896	 787	  581	
164	 1098	 666	  560	
186	 1305	 564	  617	
163	 1237	 570	  601	
199	 1280	 471	  533	
157	 1163	 502	  430	
145	 934	 550	  347	
161	 817	 364	  329	
182	 673	 346	  305	
145	 684	 307	  330	
165	 619	 299	  356	
130	 500	 280	  327	
148	 416	 304	  264	
156	 378	 277	  257	
152	 363	 230	  222	
145	 380	 204	  234	
177	 342	 199	  206	
120	 277	 186	  226	
121	 208	 223	  200	
119	 260	 210	  213	
127	 251	 216	  177	
132	 211	 228	  164	
112	 224	 208	  161	
99	 217	 231	  147	
104	 202	 251	  160	
104	 178	 256	  164	
116	 144	 237	  165	
100	 169	 273	  159	
109	 160	 301	  138	
113	 170	 305	  121	
90	 165	 320	  132	
91	 144	 350	  125	
92	 125	 372	  128	
98	 131	 444	  99	
83	 139	 642	  125	
76	 135	 983	  97	
99	 110	 1279	  115	
94	 121	 1643	  99	
97	 97	 2190	  106	
86	 93	 2873	  94	
98	 101	 3375	  81	
83	 109	 3471	  88	
76	 94	 2887	  81	
79	 101	 2271	  115	
84	 95	 1774	  104	
79	 90	 1330	  79	
76	 95	 1111	  121	
76	 99	 916	  84	
83	 103	 744	  82	
73	 112	 573	  89	
78	 86	 421	  100	
77	 98	 306	  94	
77	 88	 271	  88	
130	 87	 248	  86	
98	 91	 215	  70	
99	 94	 217	  84	
97	 92	 237	  115	
98	 99	 206	  126	
122	 112	 212	  99	
138	 124	 210	  147	
171	 149	 205	  145	
188	 172	 235	  184	
217	 218	 283	  255	
252	 265	 336	  316	
320	 368	 377	  447	
415	 478	 386	  576	
409	 541	 448	  609	
684	 776	 683	  931	
567	 611	 1395	  0	
